en,hv
"the bible even urges us draw close to god , and he will draw close to you . ","ang biblia nagasiling man magpalapit kamo sa dios , kag magapalapit sia sa inyo . "
"to begin with , continue doing what you are doing now learning about god . ","una , sigeha ang imo ginahimo subong ang pagtuon parte sa dios . "
"jesus said this means everlasting life , their coming to know you , the only true god , and the one whom you sent , jesus christ . ","si jesus nagsiling ini nagakahulugan sang kabuhi nga wala sing katapusan , ang pagkilala nila sa imo , ang lamang matuod nga dios , kag sa imo ginpadala , si jesucristo . "
"yes , the bible teaches that learning about jehovah and jesus leads to everlasting life . ","gani , ginatudlo sang biblia nga kon magtuon ka parte kay jehova kag kay jesus , makabaton ka sing kabuhi nga wala sing katapusan . "
"as already noted , god is love . ","pareho sa natun - an na naton , ang dios gugma . "
jehovah also has many other beautiful and appealing qualities . ,madamo pa si jehova sing maayo nga mga kinaiya nga manamian mo gid . 
"for example , the bible says that jehovah is a god merciful and compassionate , slow to anger and abundant in loyal love and truth . ","halimbawa , ang biblia nagasiling nga si jehova isa ka dios nga maluluy - on kag mainawaon , indi dali maakig kag bugana sa mainunungon nga gugma kag kamatuoran . "
he is good and ready to forgive . ,sia maayo kag handa sa pagpatawad . 
god is patient . ,ang dios mapailubon . 
he is loyal . ,mainunungon sia . 
"as you read more in the bible , you will see how jehovah has shown that he has these and many other appealing qualities . ","kon basahon mo pirme ang biblia , mabal - an mo kon paano ginpakita ni jehova indi lamang ini nga mga kinaiya , kundi madamo pa . "
"by learning about him through the pages of the bible , however , you can come to know him as a person . ","pero kon magtuon ka parte sa iya paagi sa biblia , makilala mo sia subong isa ka persona . "
"as the psalmist said , you can gaze upon the pleasantness of jehovah . ","pareho sa ginsiling sang manunulat sang salmo , makita mo ang kaayo ni jehova . "
"the more you learn about jehovah , the more real he will become to you and the more reason you will have to love him and feel close to him . ","samtang nagadamo ang imo natun - an parte kay jehova , mangin mas matuod sia sa imo kag magadugang ang imo rason nga higugmaon sia kag mangin malapit sa iya . "
not only does our life come from him but he wants the best life possible for us just as any loving father would want for his children . ,naghalin sa iya ang aton kabuhi kag gusto niya ang pinakamaayo nga kabuhi para sa aton kay amo sini ang gusto sang tanan nga mapinalanggaon nga amay para sa ila kabataan . 
the bible also teaches that humans can become jehovah ' s friends . ,ginatudlo man sang biblia nga ang mga tawo mahimo mangin mga abyan ni jehova . 
imagine you can become a friend of the creator of the universe . ,daw sa ano bala nga puede ka mangin abyan sang manunuga sang uniberso . 
they may worry that you will change your beliefs . ,basi nabalaka sila nga masaylo ka sa iban nga relihion . 
but do not let anyone stop you from forming the best friendship you can ever have . ,pero indi sila pagpasugti nga punggan ka nga makasugod sing pinakamaayo nga pag - abyanay . 
"it can be a little humbling to ask for help , but do not hold back because of embarrassment . ","mahimo kinahanglan mo magpatudlo , gani indi ka lang mahuya magpamangkot . "
"jesus said that it is good to be humble , like a little child . ","nagsiling si jesus nga maayo gid nga magpaubos , pareho sang gamay nga bata . "
"and children , as we know , ask a lot of questions . ",kag nabal - an naton nga palapamangkot gid ang mga bata . 
god wants you to find the answers . ,gusto sang dios nga mabal - an mo ang mga sabat . 
the bible praises some who were eager to learn about god . ,ginadayaw sang biblia ang mga tawo nga gusto gid makatuon parte sa dios . 
they checked carefully in the scriptures to make sure that what they were learning was the truth . ,ginausisa nila sing maayo ang kasulatan para masiguro nila nga ang ila ginatun - an amo ang kamatuoran . 
the next chapter will consider that subject . ,matun - an mo sa masunod nga kapitulo kon ngaa lain gid ang biblia sa bisan ano nga libro . 
there is more information on the meaning and the pronunciation of god ' s name in the appendix article the divine name its use and its meaning . ,may dugang pa nga impormasyon parte sa kahulugan kag pagmitlang sa ngalan sang dios sa artikulo sa apendise nga ang ngalan sang dios ang paggamit sini kag ang kahulugan sini . 
what the bible teaches god cares about you personally . ,ang ginatudlo sang biblia ang dios nagaulikid sa imo . 
god ' s personal name is jehovah . ,ang personal nga ngalan sang dios amo ang jehova . 
jehovah invites you to draw close to him . ,ginaagda ka ni jehova nga mangin malapit sa iya . 
jehovah is loving and merciful . ,si jehova mahigugmaon kag maluluy - on . 
why is it often good to ask questions . ,ngaa maayo gid nga mamangkot . 
why do many stop trying to find answers to the questions that matter most . ,ngaa madamo ang wala na nagapamangkot sang pinakaimportante nga mga pamangkot . 
"what are some of the most important questions we can ask in life , and why should we seek the answers . ","ano ang importante gid nga mga pamangkot nga mapamangkot naton , kag ngaa dapat naton pangitaon ang mga sabat . "
why do many people think that god is uncaring when it comes to human suffering . ,ngaa madamo ang nagasiling nga wala nagaulikid ang dios sa pag - antos sang mga tawo . 
how have religious teachers led many to think that god is hardhearted . ,paano napapati sang mga lider sang relihion ang mga tawo nga wala sing balatyagon ang dios . 
what does the bible really teach about the trials we may suffer . ,ano gid ang ginatudlo sang biblia parte sa mga pagtilaw nga aton ginaantos . 
how might you illustrate the difference between allowing wickedness to exist and causing it . ,ngaa lain ang pagpasugot nga matabo ang malaut nga mga butang sangsa ikaw mismo ang ginhalinan sini . 
why would it be unfair for us to find fault with god ' s decision to allow mankind to pursue a wayward course . ,ngaa indi gid maayo nga duhaduhaan naton ang desisyon sang dios nga pasugtan ang mga tawo nga pilion ang malain nga pagkabuhi . 
why can we trust that god will undo all the effects of wickedness . ,ngaa makasalig kita nga dulaon sang dios ang tanan nga epekto sang kalautan . 
how does god feel about injustice . ,ano ang ginabatyag sang dios kon wala sing katarungan . 
how does god feel about your suffering . ,ano ang ginabatyag sang dios sa imo pag - antos . 
"why do we have good qualities such as love , and how does love affect our view of the world . ","ngaa may maayo kita nga mga kinaiya pareho sang gugma , kag bangod sa gugma , ano ang aton pamatyag kon may makita kita nga nagaantos . "
why can you be sure that god will really do something about world problems . ,ngaa sigurado gid nga may himuon ang dios sa mga problema sa kalibutan . 
"what is god ' s name , and why should we use it . ","ano ang ngalan sang dios , kag ngaa dapat naton sia tawgon sa iya personal nga ngalan . "
what does the name jehovah mean . ,ano ang kahulugan sang ngalan nga jehova . 
what may we learn about jehovah from the following titles the almighty . ,ngaa gintawag si jehova nga labing gamhanan . 
king of eternity . ,hari nga dayon . 
"why do some people feel that they could never get close to god , but what does the bible teach . ","ngaa daw imposible para sa iban nga mangin malapit sa dios , pero ano ang ginatudlo sang biblia . "
"how can we begin to draw close to god , and with what benefit . ","ano ang una naton nga himuon para mangin malapit kita sa dios , kag ano ang mabaton naton kon himuon naton ini . "
what qualities of god are most appealing to you . ,ano nga mga kinaiya sang dios ang nanamian mo gid . 
does our inability to see god prevent us from getting close to him . ,imposible bala nga mangin malapit kita sa dios kay indi naton sia makita . 
the dead will live again . ,ang mga patay mabuhi . 
did you know . ,nahibaluan mo bala . 
i am willing to go  . ,maupod ako  . 
what does the bible say . ,ano ang ginasiling sang biblia . 
it comforts people with the good news that god ' s heavenly kingdom will soon end all wickedness and transform the earth into a paradise . ,ginalugpayan sini ang mga tawo sang maayong balita nga sa indi madugay dulaon sang ginharian sang dios sa langit ang tanan nga kalautan kag himuon ang duta nga paraiso . 
"it promotes faith in jesus christ , who died so that we might gain everlasting life and who is now ruling as king of god ' s kingdom . ",ginapabakod sini ang aton pagtuo kay jesucristo nga napatay para makatigayon kita sang kabuhi nga wala sing katapusan . nagahari na sia karon sa ginharian sang dios . 
it adheres to the bible as its authority . ,wala ini nagapasilabot sa pulitika kag ginasunod sini ang biblia subong awtoridad . 
this publication is not for sale . ,ini nga magasin wala ginabaligya . 
it is provided as part of a worldwide bible educational work supported by voluntary donations . ,ginagamit ini subong bahin sang bug - os kalibutan nga hilikuton sa pagtudlo sang biblia nga ginasuportahan sang boluntaryo nga mga donasyon . 
"unless otherwise indicated , scripture quotations are from the modern - language new world translation of the holy scriptures . ","luwas kon tuhay ang ginapakita , ang mga kinutlo sa biblia naghalin sa bag - ong kalibutan nga badbad sang balaan nga kasulatan . "
what do you think . ,ano sa banta mo . 
will these words ever be fulfilled . ,matuman bala ini nga pinamulong . 
"will wipe out every tear from their eyes , and death will be no more . ","pahiran sang dios ang tagsa ka luha sa ila mga mata , kag wala na sing kamatayon . "
this issue of the watchtower discusses how god will fulfill that promise and what it can mean for you . ,ini nga isyu sang ang lalantawan nagabinagbinag kon paano tumanon sang dios ini nga saad kag kon ano ang mabenepisyo mo sa sini . 
with that i heard a loud voice from the throne say look . ,kag nabatian ko ang mabaskog nga tingog halin sa trono nga nagasiling yari karon . 
"the tent of god is with mankind , and he will reside with them , and they will be his people . ","ang tolda sang dios yara sa mga tawo , kag magaistar sia kaupod nila , kag sila mangin iya katawhan . "
and god himself will be with them . ,kag ang dios mismo mangin kaupod nila . 
the former things have passed away . ,ang mga butang sang una nagtaliwan na . 
"god knows best , baby . ","pangga , nabal - an sang dios ang maayo para sa aton . "
those words were whispered into the ear of a woman named bebe . ,ginhutik ini sa babayi nga si bebe . 
"she was at the funeral of her father , who had died in a car accident . ",yara sia sa lubong sang iya amay nga napatay sa aksidente sa salakyan . 
